,County,Precinct,Bennet.First Expression,Bennet.Final Expression,Bennet.SDE,Biden.First Expression,Biden.Final Expression,Biden.SDE,Bloomberg.First Expression,Bloomberg.Final Expression,Bloomberg.SDE,Buttigieg.First Expression,Buttigieg.Final Expression,Buttigieg.SDE,Delaney.First Expression,Delaney.Final Expression,Delaney.SDE,Gabbard.First Expression,Gabbard.Final Expression,Gabbard.SDE,Klobuchar.First Expression,Klobuchar.Final Expression,Klobuchar.SDE,Patrick.First Expression,Patrick.Final Expression,Patrick.SDE,Sanders.First Expression,Sanders.Final Expression,Sanders.SDE,Steyer.First Expression,Steyer.Final Expression,Steyer.SDE,Warren.First Expression,Warren.Final Expression,Warren.SDE,Yang.First Expression,Yang.Final Expression,Yang.SDE,Other.First Expression,Other.Final Expression,Other.SDE,Uncommitted.First Expression,Uncommitted.Final Expression,Uncommitted.SDE
396,Delaware,Honey Creek/Elk,0,0,0,2,4,0.1500,0,0,0,8,8,0.3000,0,0,0,0,0,0,5,7,0.2250,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,2,0
397,Delaware,Manchester Ward 1,0,0,0,9,9,0.1500,0,0,0,12,12,0.2250,0,0,0,0,0,0,7,7,0.1500,0,0,0,10,10,0.2250,0,0,0,7,7,0.1500,0,0,0,0,0,0,0,0,0
398,Delaware,Adams/Hazel Green,0,0,0,3,0,0,0,0,0,7,8,0.1500,0,0,0,0,0,0,1,0,0,0,0,0,4,7,0.1500,3,0,0,6,9,0.2250,0,0,0,0,0,0,0,0,0
399,Des Moines,PCT WB,0,0,0,22,24,0.3600,0,0,0,26,31,0.7200,0,0,0,3,0,0,1,0,0,0,0,0,30,31,0.7200,0,0,0,18,25,0.3600,6,0,0,0,0,0,5,0,0
400,Des Moines,PCT 8,2,0,0,35,39,0.7200,0,0,0,69,76,1.0800,0,0,0,0,0,0,10,0,0,0,0,0,30,35,0.7200,4,0,0,29,32,0.3600,9,0,0,0,0,0,1,0,0
401,Des Moines,PCT 7,0,0,0,39,42,0.3600,0,0,0,43,54,0.7200,0,0,0,0,0,0,19,0,0,0,0,0,49,50,0.7200,3,0,0,25,30,0.3600,3,0,0,0,0,0,1,6,0
402,Des Moines,PCT 4,0,0,0,20,21,0.3600,0,0,0,21,22,0.3600,0,0,0,0,0,0,2,0,0,0,0,0,22,23,0.7200,2,0,0,5,0,0,16,18,0.3600,2,0,0,0,0,0
403,Des Moines,PCT 2,0,0,0,26,31,0.7200,0,0,0,43,51,0.7200,0,0,0,1,0,0,10,0,0,0,0,0,30,35,0.7200,7,0,0,25,30,0.3600,8,0,0,0,0,0,2,0,0
404,Des Moines,PCT PW,1,0,0,3,12,0.3600,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,8,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
405,Des Moines,PCT MY,0,0,0,22,25,0.3600,0,0,0,29,34,0.7200,0,0,0,0,0,0,8,15,0.3600,0,0,0,10,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,7,0
406,Des Moines,PCT HJ,0,0,0,9,0,0,0,0,0,15,21,0.3600,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,15,0.3600,1,0,0,0,0,0,0,1,0
407,Des Moines,PCT 3,0,0,0,35,0,0,0,0,0,80,95,0.7200,0,0,0,0,0,0,50,73,0.3600,0,0,0,56,67,0.3600,0,0,0,45,55,0.3600,29,0,0,0,0,0,0,0,0
408,Des Moines,PCT 9,0,0,0,33,42,0.7200,0,0,0,43,51,1.0800,0,0,0,0,0,0,11,0,0,0,0,0,26,26,0.3600,6,0,0,21,26,0.3600,6,0,0,0,0,0,0,0,0
409,Des Moines,PCT UNION,0,0,0,5,0,0,0,0,0,6,10,0.3600,0,0,0,0,0,0,3,0,0,0,0,0,6,8,0.3600,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
410,Des Moines,PCT 6,0,0,0,6,0,0,0,0,0,12,20,0.3600,0,0,0,0,0,0,1,0,0,0,0,0,28,33,0.3600,0,0,0,6,0,0,12,14,0.3600,0,0,0,2,0,0
411,Des Moines,PCT 5,0,0,0,32,35,0.7200,0,0,0,31,49,0.7200,0,0,0,0,0,0,8,0,0,0,0,0,26,30,0.3600,5,0,0,12,0,0,8,0,0,0,0,0,0,0,0
412,Des Moines,PCT 1T,0,0,0,24,0,0,0,0,0,64,71,1.0800,0,0,0,0,0,0,28,39,0.3600,0,0,0,26,26,0.3600,0,0,0,28,34,0.3600,9,0,0,0,0,0,0,0,0
413,Des Moines,PCT FM,0,0,0,16,17,0.3600,0,0,0,34,37,0.7200,0,0,0,0,0,0,9,0,0,0,0,0,16,17,0.3600,0,0,0,21,26,0.3600,2,0,0,0,0,0,0,0,0
414,Des Moines,PCT DM,0,0,0,6,6,0,0,0,0,9,9,0,0,0,0,0,0,0,8,9,0.3600,0,0,0,9,9,0.3600,0,0,0,10,11,0.3600,8,8,0,0,0,0,2,0,0
415,Dickinson,Precinct No. 12,0,0,0,7,7,0.1250,0,0,0,9,14,0.1250,0,0,0,0,0,0,7,7,0.1250,0,0,0,6,7,0.1250,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0
416,Dickinson,Precinct No. 14,0,0,0,6,7,0.1250,0,0,0,6,10,0.1250,0,0,0,0,0,0,5,0,0,0,0,0,8,8,0.1250,0,0,0,8,8,0.1250,0,0,0,0,0,0,0,0,0
417,Dickinson,Precinct No. 03,0,0,0,14,14,0.2500,0,0,0,14,14,0.2500,0,0,0,0,0,0,10,10,0.1250,0,0,0,8,8,0.1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Dickinson,Precinct No. 04,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,7,0.1250,0,0,0,4,4,0.1250,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
419,Dickinson,Precinct No. 02,0,0,0,18,19,0.2500,0,0,0,13,16,0.2500,0,0,0,0,0,0,9,11,0.1250,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
420,Dickinson,Precinct No. 05,0,0,0,10,11,0.1250,0,0,0,26,27,0.5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,20,0.2500,0,0,0,0,0,0,0,0,0
421,Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,0,0,0,14,14,0.1250,0,0,0,8,8,0.1250,0,0,0,0,0,0,7,7,0.1250,0,0,0,0,0,0,0,0,0,7,7,0.1250,7,7,0,0,0,0,0,0,0
422,Dickinson,Precinct No. 09,0,0,0,0,0,0,0,0,0,5,5,0.1250,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Dickinson,Precinct No. 06,0,0,0,3,2,0,0,0,0,3,3,0.1250,0,0,0,0,0,0,3,4,0.1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Dickinson,Precinct No. 07,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Dickinson,Precinct No. 08,0,0,0,15,15,0.2500,0,0,0,27,27,0.5000,0,0,0,0,0,0,16,16,0.2500,0,0,0,24,24,0.5000,0,0,0,15,15,0.2500,0,0,0,0,0,0,0,0,0
426,Dickinson,Precinct No. 13,0,0,0,10,16,0.2500,0,0,0,14,21,0.2500,0,0,0,0,0,0,4,0,0,0,0,0,13,17,0.2500,4,0,0,7,0,0,2,0,0,0,0,0,0,0,0
427,Dickinson,Precinct No. 01,0,0,0,7,8,0.1250,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0.1250,0,0,0,8,9,0.2500,2,0,0,6,7,0.1250,3,0,0,0,0,0,0,2,0
428,Dickinson,Precinct No. 15,0,0,0,27,31,0.5000,0,0,0,34,37,0.5000,0,0,0,0,0,0,21,26,0.3750,0,0,0,18,21,0.2500,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
429,Dickinson,Precinct No. 11,0,0,0,9,10,0.1250,0,0,0,14,17,0.1250,0,0,0,0,0,0,17,18,0.2500,0,0,0,9,17,0.2500,3,0,0,6,0,0,4,0,0,0,0,0,0,0,0
430,Dubuque,Dubuque_10,0,0,0,31,42,0.5333,2,0,0,55,61,0.8000,0,0,0,5,0,0,24,0,0,0,0,0,47,62,1.0667,2,0,0,34,43,0.5333,8,0,0,0,0,0,0,0,0
431,Dubuque,Dubuque_15,0,0,0,34,36,0.5333,0,0,0,32,34,0.5333,0,0,0,0,0,0,2,0,0,0,0,0,59,67,1.0667,1,0,0,19,0,0,3,0,0,0,0,0,0,0,0
432,Dubuque,Dubuque_40,0,0,0,17,19,0.5333,0,0,0,14,14,0.2667,0,0,0,0,0,0,5,8,0.2667,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,4,0
433,Dubuque,Dubuque_01,0,0,0,65,68,0.8000,0,0,0,63,78,0.8000,0,0,0,0,0,0,44,44,0.5333,0,0,0,34,0,0,0,0,0,41,53,0.5333,7,0,0,0,0,0,0,0,0
434,Dubuque,Dubuque_34,0,0,0,55,65,0.8000,0,0,0,55,87,1.3333,0,0,0,0,0,0,26,41,0.5333,0,0,0,20,0,0,17,0,0,21,0,0,2,0,0,0,0,0,3,0,0
435,Dubuque,Dubuque_31,0,0,0,58,63,0.8000,0,0,0,62,69,1.0667,0,0,0,0,0,0,35,38,0.5333,0,0,0,28,0,0,1,0,0,36,49,0.8000,5,0,0,0,0,0,0,0,0
436,Dubuque,Dubuque_33,0,0,0,26,28,0.5333,0,0,0,32,41,0.8000,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,20,29,0.5333,6,0,0,0,0,0,0,0,0
437,Dubuque,Dubuque_02,0,0,0,77,81,0.8000,0,0,0,71,90,1.0667,0,0,0,2,0,0,54,61,0.5333,0,0,0,47,0,0,4,0,0,63,76,0.8000,20,0,0,0,0,0,1,0,0
438,Dubuque,Dubuque_20,0,0,0,63,65,0.5333,0,0,0,53,58,0.5333,0,0,0,0,0,0,47,50,0.5333,0,0,0,66,67,0.8000,0,0,0,43,46,0.5333,0,0,0,0,0,0,0,0,0
439,Dubuque,Dubuque_03,0,0,0,16,24,0.5333,0,0,0,18,33,0.5333,0,0,0,0,0,0,14,0,0,0,0,0,37,46,0.8000,1,0,0,14,0,0,8,0,0,0,0,0,0,0,0
440,Dubuque,Dubuque_07,0,0,0,56,57,0.8000,0,0,0,51,63,1.0667,0,0,0,0,0,0,25,0,0,0,0,0,45,46,0.8000,0,0,0,22,36,0.5333,0,0,0,0,0,0,0,0,0
441,Dubuque,Dubuque_04,1,0,0,44,59,1.0667,0,0,0,45,53,0.8000,0,0,0,2,0,0,18,0,0,0,0,0,41,42,0.8000,9,0,0,32,34,0.5333,8,0,0,0,0,0,1,0,0
442,Dubuque,Dubuque_09a,0,0,0,28,35,0.2667,0,0,0,39,49,0.5333,0,0,0,0,0,0,17,0,0,0,0,0,78,92,0.8000,0,0,0,40,47,0.5333,26,0,0,0,0,0,0,5,0
443,Dubuque,Dubuque_19,0,0,0,46,50,0.5333,0,0,0,47,61,0.5333,0,0,0,2,0,0,24,0,0,0,0,0,74,79,0.8000,0,0,0,55,70,0.8000,13,0,0,0,0,0,0,0,0
444,Dubuque,Dubuque_11,0,0,0,30,30,0.5333,0,0,0,29,29,0.5333,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0.8000,0,0,0,22,22,0.2667,5,5,0,0,0,0,0,0,0
445,Dubuque,Dubuque_14,0,0,0,3,0,0,0,0,0,16,30,0.5333,0,0,0,2,0,0,6,0,0,0,0,0,39,42,0.8000,8,0,0,12,19,0.2667,2,0,0,0,0,0,0,0,0
446,Dubuque,Dubuque_45,0,0,0,32,35,0.5333,0,0,0,30,33,0.5333,0,0,0,0,0,0,9,0,0,0,0,0,5,18,0.5333,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0
447,Dubuque,Dubuque_43,0,0,0,38,38,0.5333,0,0,0,42,42,0.8000,0,0,0,0,0,0,20,20,0,0,0,0,23,23,0.5333,0,1,0,28,28,0.5333,1,1,0,0,0,0,0,0,0
448,Dubuque,Dubuque_13,0,0,0,10,13,0,0,0,0,27,33,0.8000,0,0,0,0,0,0,8,0,0,0,0,0,31,31,0.5333,0,0,0,18,22,0.5333,10,0,0,0,0,0,0,5,0
449,Dubuque,Dubuque_17,0,0,0,9,0,0,0,0,0,17,19,0.2667,0,0,0,0,0,0,11,18,0.2667,0,0,0,45,46,0.5333,0,0,0,21,24,0.2667,4,0,0,0,0,0,3,0,0
450,Dubuque,Dubuque_16,0,0,0,14,4,0,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,54,57,0.5333,0,0,0,32,41,0.5333,19,21,0.2667,0,0,0,0,0,0
451,Dubuque,Dubuque_05,0,0,0,43,53,0.8000,0,0,0,53,68,1.0667,0,0,0,0,0,0,27,0,0,0,0,0,36,37,0.5333,1,0,0,29,35,0.5333,4,0,0,3,0,0,0,0,0
452,Dubuque,Dubuque_06,0,0,0,30,30,0.5333,0,0,0,42,42,0.5333,0,0,0,0,0,0,21,30,0.2667,0,0,0,38,40,0.5333,0,0,0,39,39,0.5333,11,0,0,0,0,0,0,0,0
453,Dubuque,Dubuque_12,0,0,0,49,52,1.0667,1,0,0,23,29,0.5333,0,0,0,1,0,0,11,0,0,0,0,0,28,28,0.5333,2,0,0,20,26,0.5333,2,0,0,0,0,0,0,0,0
454,Dubuque,Dubuque_32,0,0,0,35,36,0.5333,0,0,0,84,85,1.0667,0,0,0,0,0,0,33,33,0.5333,0,0,0,35,35,0.5333,0,0,0,24,0,0,7,0,0,0,0,0,2,0,0
455,Dubuque,Dubuque_36,0,0,0,29,30,0.2667,0,0,0,35,46,0.8000,0,0,0,0,0,0,16,23,0.2667,0,0,0,39,45,0.5333,7,0,0,13,0,0,3,0,0,0,0,0,3,0,0
456,Dubuque,Dubuque_08,0,0,0,36,42,0.5333,0,0,0,26,35,0.5333,0,0,0,1,1,0,18,24,0.2667,0,0,0,22,30,0.5333,14,0,0,14,0,0,1,0,0,0,0,0,0,0,0
457,Dubuque,Dubuque_18,0,0,0,36,40,0.2667,0,0,0,38,50,0.5333,0,0,0,0,0,0,9,0,0,0,0,0,67,75,0.5333,1,0,0,41,46,0.5333,21,0,0,1,6,0,3,0,0
458,Dubuque,Dubuque_38,0,0,0,5,5,0,0,0,0,9,9,0.2667,0,0,0,0,0,0,8,8,0.2667,0,0,0,8,8,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Dubuque,Dubuque_44,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Dubuque,Dubuque_35,0,0,0,7,0,0,0,0,0,16,20,0.2667,0,0,0,0,0,0,12,21,0.5333,0,0,0,9,11,0.2667,4,0,0,8,0,0,0,0,0,0,0,0,2,6,0
461,Dubuque,Dubuque_42,0,0,0,26,27,0.5333,0,0,0,30,30,0.5333,0,0,0,2,0,0,18,18,0.2667,0,0,0,18,19,0.2667,0,0,0,18,18,0.2667,0,0,0,0,0,0,2,2,0
462,Dubuque,Dubuque_41,0,0,0,19,20,0.5333,1,0,0,29,30,0.8000,0,0,0,1,0,0,16,18,0.2667,0,0,0,8,14,0.2667,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0
463,Dubuque,Dubuque_37,0,0,0,13,13,0.2667,0,0,0,7,8,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.2667,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
464,Dubuque,Dubuque_39,0,0,0,16,16,0.5333,0,0,0,8,8,0.2667,0,0,0,0,0,0,8,8,0.2667,0,0,0,11,11,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
465,Emmet,Estherville Ward 3,0,0,0,3,0,0,0,0,0,11,19,0.2286,0,0,0,0,0,0,6,0,0,0,0,0,17,19,0.3429,0,0,0,8,10,0.1143,5,0,0,0,0,0,0,0,0
466,Emmet,HL-TM-Wallingford,0,0,0,3,5,0.1143,0,0,0,4,8,0.1143,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
467,Emmet,Estherville Ward 2,0,0,0,11,11,0.2286,0,0,0,7,11,0.2286,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4,5,0.1143,0,0,0,0,0,0,0,0,0
468,Emmet,Emmet-Estherville,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0.1143,0,0,0,0,0,0,7,8,0.1143,0,0,0,0,0,0,0,0,0,2,0,0
469,Emmet,EL-LN-Dolliver,0,0,0,1,1,0,0,0,0,2,2,0.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
470,Emmet,DM-JC-Ringsted,1,0,0,5,7,0.1143,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0.1143,0,0,0,3,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Emmet,CN-SL-Gruver,2,0,0,2,2,0.1143,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Emmet,Estherville Ward 1,0,0,0,7,7,0.1143,0,0,0,8,8,0.1143,0,0,0,0,0,0,9,9,0.1143,0,0,0,5,6,0.1143,7,7,0.1143,1,0,0,0,0,0,0,0,0,0,0,0
473,Emmet,AG-IL-Armstrong,0,0,0,2,0,0,0,0,0,4,6,0.1143,0,0,0,0,0,0,6,6,0.1143,0,0,0,6,6,0.1143,4,4,0.1143,0,0,0,0,0,0,0,0,0,0,0,0
474,Emmet,Estherville Ward 4,0,0,0,0,0,0,0,0,0,6,6,0.1143,0,0,0,0,0,0,6,6,0.1143,0,0,0,16,16,0.1143,0,0,0,6,6,0.1143,0,0,0,0,0,0,0,0,0
475,Emmet,Estherville Ward 5,0,0,0,2,0,0,0,0,0,4,6,0.1143,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0.1143,0,0,0,6,6,0.1143,0,0,0,0,0,0,0,0,0
476,Fayette,HARLAN TWP,0,0,0,1,1,0.1200,0,0,0,3,3,0.3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Fayette,SMITHFIELD TWP,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0.1200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Fayette,DOVER TWP,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,0.1200,5,7,0.1200,2,0,0,0,0,0,0,2,0
479,Fayette,AUBURN TWP,0,0,0,5,5,0.1200,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0.1200,2,3,0,0,0,0,0,0,0,0,0,0
480,Fayette,WEST UNION - WARD 1,0,0,0,8,8,0.1200,0,0,0,11,11,0.1200,0,0,0,0,0,0,7,7,0.1200,0,0,0,2,0,0,0,0,0,4,6,0.1200,6,7,0.1200,0,0,0,1,0,0
481,Fayette,CENTER TWP,0,0,0,2,2,0,0,0,0,3,3,0.1200,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
482,Fayette,ILLYRIA TWP,0,0,0,1,0,0,0,0,0,14,15,0.2400,0,0,0,0,0,0,4,7,0.1200,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,Fayette,FAIRFIELD-PUTNAM TWP,0,0,0,9,9,0.1200,0,0,0,3,3,0.1200,0,0,0,0,0,0,3,3,0.1200,0,0,0,1,0,0,3,3,0.1200,0,0,0,0,0,0,0,0,0,0,0,0
484,Fayette,BANKS-FREMONT TWP,0,0,0,6,10,0.1200,0,0,0,10,11,0.2400,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,4,0.1200,2,0,0,0,0,0,0,0,0
485,Fayette,ORAN TWP,0,0,0,3,0,0,0,0,0,3,10,0.1200,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,5,0.1200,3,0,0,0,0,0,0,0,0,0,0,0
486,Fayette,FAIRBANK INC,0,0,0,7,11,0.2400,0,0,0,4,9,0.1200,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0
487,Fayette,JEFFERSON TWP,0,0,0,6,7,0.1200,0,0,0,12,12,0.1200,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,7,0.1200,0,0,0,0,0,0,0,0,0
488,Fayette,UNION TWP,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,5,0.1200,0,0,0,0,0,0,0,0,0
489,Fayette,OELWEIN - WARD 1,0,0,0,18,20,0.2400,0,0,0,22,30,0.4800,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,5,0,0,13,20,0.2400,2,0,0,0,0,0,0,0,0
490,Fayette,WEST UNION - WARD 3,0,0,0,7,7,0.1200,0,0,0,10,10,0.1200,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.1200,0,0,0,5,6,0.1200,2,0,0,0,0,0,0,0,0
491,Fayette,BETHEL-WINDSOR TWP,0,0,0,6,6,0.1200,0,0,0,12,12,0.1200,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.1200,0,0,0,9,9,0.1200,0,0,0,0,0,0,0,0,0
492,Fayette,EDEN TWP,0,0,0,2,6,0.1200,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0.1200,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
493,Fayette,SCOTT TWP,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.1200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,Fayette,WEST UNION - WARD 2,0,0,0,3,0,0,0,0,0,7,10,0.2400,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0.1200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495,Fayette,CLERMONT TWP,0,0,0,5,5,0.1200,0,0,0,8,8,0.1200,0,0,0,0,0,0,5,6,0.1200,0,0,0,5,7,0.1200,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
496,Fayette,PLEASANT VALLEY TWP,0,0,0,3,0,0,0,0,0,13,14,0.2400,0,0,0,0,0,0,14,17,0.2400,0,0,0,7,8,0.1200,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
497,Fayette,OELWEIN - WARD 4,0,0,0,26,29,0.3600,0,0,0,30,40,0.4800,0,0,0,2,0,0,13,17,0.2400,0,0,0,15,18,0.2400,2,0,0,14,0,0,2,0,0,0,0,0,2,0,0
498,Fayette,OELWEIN - WARD 3,0,0,0,12,16,0.3600,0,0,0,14,18,0.3600,0,0,0,0,0,0,4,0,0,0,0,0,10,10,0.2400,3,0,0,6,8,0.1200,3,0,0,0,0,0,0,0,0
499,Fayette,OELWEIN - WARD 2,0,0,0,9,10,0.2400,0,0,0,13,17,0.3600,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.2400,3,0,0,2,0,0,3,0,0,0,0,0,0,2,0
500,Fayette,WESTFIELD TWP,0,0,0,6,0,0,0,0,0,18,20,0.2400,0,0,0,0,0,0,11,17,0.2400,0,0,0,15,17,0.2400,0,0,0,13,13,0.1200,4,0,0,0,0,0,0,0,0
501,Floyd,Floyd-Cedar-Niles,0,0,0,6,0,0,0,0,0,10,11,0.2222,0,0,0,0,0,0,18,21,0.3333,0,0,0,11,11,0.2222,4,0,0,6,9,0.1111,3,0,0,0,0,0,0,6,0
502,Floyd,Scott-Union-Pleasant Grove,0,0,0,7,7,0.2222,0,0,0,5,5,0.1111,0,0,0,0,0,0,5,6,0.1111,0,0,0,2,0,0,0,0,0,7,7,0.1111,2,0,0,0,0,0,0,0,0
503,Floyd,Rockford-Ulster,0,0,0,11,13,0.3333,0,0,0,6,6,0.1111,0,0,0,0,0,0,8,9,0.2222,0,0,0,4,0,0,0,0,0,6,9,0.2222,2,0,0,0,0,0,0,0,0
504,Floyd,St Charles-Riverton,0,0,0,20,20,0.2222,2,0,0,28,30,0.4444,0,0,0,0,0,0,18,20,0.2222,0,0,0,4,0,0,0,0,0,14,18,0.2222,0,0,0,0,0,0,2,0,0
505,Floyd,Charles City Corp/CC1,0,0,0,21,21,0.3333,0,0,0,22,22,0.3333,0,0,0,0,0,0,20,20,0.3333,0,0,0,18,18,0.3333,0,0,0,16,16,0.2222,0,0,0,0,0,0,0,0,0
506,Floyd,Charles City Corp/CC3,0,0,0,14,15,0.2222,0,0,0,17,20,0.3333,0,0,0,0,0,0,18,20,0.3333,0,0,0,14,16,0.3333,0,0,0,23,23,0.4444,9,0,0,0,0,0,0,0,0
507,Floyd,Charles City Corp/CC2,0,0,0,30,30,0.5556,0,0,0,24,25,0.4444,0,0,0,0,0,0,18,18,0.3333,0,0,0,20,21,0.3333,0,0,0,18,18,0.2222,1,0,0,0,0,0,1,0,0
508,Floyd,Rock Grove-Rudd,0,0,0,17,17,0.3333,0,0,0,16,20,0.3333,0,0,0,0,0,0,20,27,0.4444,0,0,0,9,15,0.3333,1,0,0,8,0,0,6,0,0,0,0,0,2,0,0
509,Franklin,HAMPTON 2,0,0,0,6,7,0.1111,0,0,0,12,14,0.2222,0,0,0,0,0,0,8,9,0.1111,0,0,0,7,7,0.1111,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
510,Franklin,WEST MOTT TOWNSHIP,0,0,0,4,5,0.1111,0,0,0,4,5,0.0556,0,0,0,0,0,0,2,0,0,0,0,0,3,5,0.0556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Franklin,HAMILTON/ LEE/ REEVE,0,0,0,2,4,0.0556,0,0,0,7,8,0.1111,0,0,0,0,0,0,3,0,0,0,0,0,7,10,0.1111,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
512,Franklin,OAKLAND/ MORGAN,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0.1667,0,0,0,5,7,0.1111,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
513,Franklin,MARION,0,0,0,3,3,0.0556,0,0,0,6,6,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Franklin,GRANT/ OSCEOLA,0,0,0,3,3,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0556,0,0,0,1,1,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Franklin,RICHLAND/ ROSS/ WEST FORK,0,0,0,5,0,0,0,0,0,9,9,0.2222,0,0,0,0,0,0,12,18,0.3889,0,0,0,7,11,0.2778,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0
516,Franklin,HAMPTON 1,0,0,0,5,6,0.1667,0,0,0,4,5,0.1667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0.1111,1,0,0,0,0,0,0,0,0,0,0,0
