,county,precinct,candidate,1stalign,2ndalign,sde
15026,Plymouth,Plymouth 12/Le Mars 2,Delaney,0,0,0
15027,Plymouth,Plymouth 12/Le Mars 2,Gabbard,0,0,0
15028,Plymouth,Plymouth 12/Le Mars 2,Klobuchar,16,17,0.2250
15029,Plymouth,Plymouth 12/Le Mars 2,Patrick,0,0,0
15030,Plymouth,Plymouth 12/Le Mars 2,Sanders,18,20,0.2250
15031,Plymouth,Plymouth 12/Le Mars 2,Steyer,0,0,0
15032,Plymouth,Plymouth 12/Le Mars 2,Warren,3,0,0
15033,Plymouth,Plymouth 12/Le Mars 2,Yang,5,0,0
15034,Plymouth,Plymouth 12/Le Mars 2,Other,0,0,0
15035,Plymouth,Plymouth 12/Le Mars 2,Uncommitted,1,0,0
15036,Plymouth,Plymouth 05/Rm,Bennet,0,0,0
15037,Plymouth,Plymouth 05/Rm,Biden,13,15,0.2250
15038,Plymouth,Plymouth 05/Rm,Bloomberg,0,0,0
15039,Plymouth,Plymouth 05/Rm,Buttigieg,7,9,0.2250
15040,Plymouth,Plymouth 05/Rm,Delaney,0,0,0
15041,Plymouth,Plymouth 05/Rm,Gabbard,0,0,0
15042,Plymouth,Plymouth 05/Rm,Klobuchar,4,0,0
15043,Plymouth,Plymouth 05/Rm,Patrick,0,0,0
15044,Plymouth,Plymouth 05/Rm,Sanders,9,9,0.2250
15045,Plymouth,Plymouth 05/Rm,Steyer,0,0,0
15046,Plymouth,Plymouth 05/Rm,Warren,0,0,0
15047,Plymouth,Plymouth 05/Rm,Yang,0,0,0
15048,Plymouth,Plymouth 05/Rm,Other,0,0,0
15049,Plymouth,Plymouth 05/Rm,Uncommitted,0,0,0
15050,Plymouth,Plymouth 09/Ht,Bennet,0,0,0
15051,Plymouth,Plymouth 09/Ht,Biden,16,16,0.2250
15052,Plymouth,Plymouth 09/Ht,Bloomberg,0,0,0
15053,Plymouth,Plymouth 09/Ht,Buttigieg,13,18,0.2250
15054,Plymouth,Plymouth 09/Ht,Delaney,0,0,0
15055,Plymouth,Plymouth 09/Ht,Gabbard,0,0,0
15056,Plymouth,Plymouth 09/Ht,Klobuchar,13,17,0.2250
15057,Plymouth,Plymouth 09/Ht,Patrick,0,0,0
15058,Plymouth,Plymouth 09/Ht,Sanders,11,11,0.2250
15059,Plymouth,Plymouth 09/Ht,Steyer,0,0,0
15060,Plymouth,Plymouth 09/Ht,Warren,5,0,0
15061,Plymouth,Plymouth 09/Ht,Yang,6,0,0
15062,Plymouth,Plymouth 09/Ht,Other,0,0,0
15063,Plymouth,Plymouth 09/Ht,Uncommitted,0,2,0
15064,Plymouth,Plymouth 07/Mr,Bennet,0,0,0
15065,Plymouth,Plymouth 07/Mr,Biden,13,13,0.2250
15066,Plymouth,Plymouth 07/Mr,Bloomberg,0,0,0
15067,Plymouth,Plymouth 07/Mr,Buttigieg,5,8,0.2250
15068,Plymouth,Plymouth 07/Mr,Delaney,0,0,0
15069,Plymouth,Plymouth 07/Mr,Gabbard,0,0,0
15070,Plymouth,Plymouth 07/Mr,Klobuchar,3,0,0
15071,Plymouth,Plymouth 07/Mr,Patrick,0,0,0
15072,Plymouth,Plymouth 07/Mr,Sanders,13,13,0.2250
15073,Plymouth,Plymouth 07/Mr,Steyer,0,0,0
15074,Plymouth,Plymouth 07/Mr,Warren,3,0,0
15075,Plymouth,Plymouth 07/Mr,Yang,0,0,0
15076,Plymouth,Plymouth 07/Mr,Other,0,0,0
15077,Plymouth,Plymouth 07/Mr,Uncommitted,0,3,0
15078,Plymouth,Plymouth 08/Py,Bennet,0,0,0
15079,Plymouth,Plymouth 08/Py,Biden,9,10,0
15080,Plymouth,Plymouth 08/Py,Bloomberg,0,0,0
15081,Plymouth,Plymouth 08/Py,Buttigieg,17,19,0.2250
15082,Plymouth,Plymouth 08/Py,Delaney,0,0,0
15083,Plymouth,Plymouth 08/Py,Gabbard,0,0,0
15084,Plymouth,Plymouth 08/Py,Klobuchar,11,17,0.2250
15085,Plymouth,Plymouth 08/Py,Patrick,0,0,0
15086,Plymouth,Plymouth 08/Py,Sanders,14,19,0.2250
15087,Plymouth,Plymouth 08/Py,Steyer,4,0,0
15088,Plymouth,Plymouth 08/Py,Warren,2,0,0
15089,Plymouth,Plymouth 08/Py,Yang,7,0,0
15090,Plymouth,Plymouth 08/Py,Other,0,0,0
15091,Plymouth,Plymouth 08/Py,Uncommitted,1,0,0
15092,Plymouth,Plymouth 10/Kl,Bennet,0,0,0
15093,Plymouth,Plymouth 10/Kl,Biden,8,8,0.2250
15094,Plymouth,Plymouth 10/Kl,Bloomberg,0,0,0
15095,Plymouth,Plymouth 10/Kl,Buttigieg,8,11,0.2250
15096,Plymouth,Plymouth 10/Kl,Delaney,0,0,0
15097,Plymouth,Plymouth 10/Kl,Gabbard,0,0,0
15098,Plymouth,Plymouth 10/Kl,Klobuchar,2,0,0
15099,Plymouth,Plymouth 10/Kl,Patrick,0,0,0
15100,Plymouth,Plymouth 10/Kl,Sanders,7,7,0.2250
15101,Plymouth,Plymouth 10/Kl,Steyer,0,0,0
15102,Plymouth,Plymouth 10/Kl,Warren,0,0,0
15103,Plymouth,Plymouth 10/Kl,Yang,1,0,0
15104,Plymouth,Plymouth 10/Kl,Other,0,0,0
15105,Plymouth,Plymouth 10/Kl,Uncommitted,2,2,0
15106,Plymouth,Plymouth 01/Ak,Bennet,0,0,0
15107,Plymouth,Plymouth 01/Ak,Biden,13,13,0.2250
15108,Plymouth,Plymouth 01/Ak,Bloomberg,0,0,0
15109,Plymouth,Plymouth 01/Ak,Buttigieg,6,8,0
15110,Plymouth,Plymouth 01/Ak,Delaney,0,0,0
15111,Plymouth,Plymouth 01/Ak,Gabbard,0,0,0
15112,Plymouth,Plymouth 01/Ak,Klobuchar,1,0,0
15113,Plymouth,Plymouth 01/Ak,Patrick,0,0,0
15114,Plymouth,Plymouth 01/Ak,Sanders,15,19,0.2250
15115,Plymouth,Plymouth 01/Ak,Steyer,0,0,0
15116,Plymouth,Plymouth 01/Ak,Warren,9,10,0.2250
15117,Plymouth,Plymouth 01/Ak,Yang,3,0,0
15118,Plymouth,Plymouth 01/Ak,Other,0,0,0
15119,Plymouth,Plymouth 01/Ak,Uncommitted,3,0,0
15120,Plymouth,Plymouth 04/Bv,Bennet,0,0,0
15121,Plymouth,Plymouth 04/Bv,Biden,9,8,0
15122,Plymouth,Plymouth 04/Bv,Bloomberg,0,0,0
15123,Plymouth,Plymouth 04/Bv,Buttigieg,8,11,0.2250
15124,Plymouth,Plymouth 04/Bv,Delaney,0,0,0
15125,Plymouth,Plymouth 04/Bv,Gabbard,0,0,0
15126,Plymouth,Plymouth 04/Bv,Klobuchar,2,0,0
15127,Plymouth,Plymouth 04/Bv,Patrick,0,0,0
15128,Plymouth,Plymouth 04/Bv,Sanders,9,10,0.2250
15129,Plymouth,Plymouth 04/Bv,Steyer,2,0,0
15130,Plymouth,Plymouth 04/Bv,Warren,2,0,0
15131,Plymouth,Plymouth 04/Bv,Yang,0,0,0
15132,Plymouth,Plymouth 04/Bv,Other,0,0,0
15133,Plymouth,Plymouth 04/Bv,Uncommitted,0,3,0
15134,Plymouth,Plymouth 13/Le Mars 3,Bennet,0,0,0
15135,Plymouth,Plymouth 13/Le Mars 3,Biden,9,11,0.2250
15136,Plymouth,Plymouth 13/Le Mars 3,Bloomberg,1,0,0
15137,Plymouth,Plymouth 13/Le Mars 3,Buttigieg,14,21,0.2250
15138,Plymouth,Plymouth 13/Le Mars 3,Delaney,0,0,0
15139,Plymouth,Plymouth 13/Le Mars 3,Gabbard,0,0,0
15140,Plymouth,Plymouth 13/Le Mars 3,Klobuchar,4,0,0
15141,Plymouth,Plymouth 13/Le Mars 3,Patrick,0,0,0
15142,Plymouth,Plymouth 13/Le Mars 3,Sanders,23,23,0.2250
15143,Plymouth,Plymouth 13/Le Mars 3,Steyer,5,0,0
15144,Plymouth,Plymouth 13/Le Mars 3,Warren,1,0,0
15145,Plymouth,Plymouth 13/Le Mars 3,Yang,11,13,0.2250
15146,Plymouth,Plymouth 13/Le Mars 3,Other,0,0,0
15147,Plymouth,Plymouth 13/Le Mars 3,Uncommitted,0,0,0
15148,Pocahontas,Swan Lake-N Marshall,Bennet,0,0,0
15149,Pocahontas,Swan Lake-N Marshall,Biden,2,0,0
15150,Pocahontas,Swan Lake-N Marshall,Bloomberg,0,0,0
15151,Pocahontas,Swan Lake-N Marshall,Buttigieg,11,14,0.2400
15152,Pocahontas,Swan Lake-N Marshall,Delaney,0,0,0
15153,Pocahontas,Swan Lake-N Marshall,Gabbard,1,0,0
15154,Pocahontas,Swan Lake-N Marshall,Klobuchar,2,0,0
15155,Pocahontas,Swan Lake-N Marshall,Patrick,0,0,0
15156,Pocahontas,Swan Lake-N Marshall,Sanders,5,5,0.0600
15157,Pocahontas,Swan Lake-N Marshall,Steyer,1,0,0
15158,Pocahontas,Swan Lake-N Marshall,Warren,6,6,0.1200
15159,Pocahontas,Swan Lake-N Marshall,Yang,5,7,0.1200
15160,Pocahontas,Swan Lake-N Marshall,Other,0,0,0
15161,Pocahontas,Swan Lake-N Marshall,Uncommitted,0,1,0
15162,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Bennet,0,0,0
15163,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Biden,8,8,0.1800
15164,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Bloomberg,0,0,0
15165,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Buttigieg,4,5,0.1200
15166,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Delaney,0,0,0
15167,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Gabbard,1,0,0
15168,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Klobuchar,6,8,0.1200
15169,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Patrick,0,0,0
15170,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Sanders,4,0,0
15171,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Steyer,0,0,0
15172,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Warren,6,8,0.1200
15173,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Yang,0,0,0
15174,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Other,0,0,0
15175,Pocahontas,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,Uncommitted,0,0,0
15176,Pocahontas,Grant-S Marshall-S Sherman,Bennet,0,0,0
15177,Pocahontas,Grant-S Marshall-S Sherman,Biden,6,10,0.1200
15178,Pocahontas,Grant-S Marshall-S Sherman,Bloomberg,0,0,0
15179,Pocahontas,Grant-S Marshall-S Sherman,Buttigieg,1,0,0
15180,Pocahontas,Grant-S Marshall-S Sherman,Delaney,0,0,0
15181,Pocahontas,Grant-S Marshall-S Sherman,Gabbard,0,0,0
15182,Pocahontas,Grant-S Marshall-S Sherman,Klobuchar,2,0,0
15183,Pocahontas,Grant-S Marshall-S Sherman,Patrick,0,0,0
15184,Pocahontas,Grant-S Marshall-S Sherman,Sanders,0,0,0
15185,Pocahontas,Grant-S Marshall-S Sherman,Steyer,0,0,0
15186,Pocahontas,Grant-S Marshall-S Sherman,Warren,1,0,0
15187,Pocahontas,Grant-S Marshall-S Sherman,Yang,0,0,0
15188,Pocahontas,Grant-S Marshall-S Sherman,Other,0,0,0
15189,Pocahontas,Grant-S Marshall-S Sherman,Uncommitted,0,0,0
15190,Pocahontas,Pocahontas #2,Bennet,0,0,0
15191,Pocahontas,Pocahontas #2,Biden,3,3,0.0600
15192,Pocahontas,Pocahontas #2,Bloomberg,0,0,0
15193,Pocahontas,Pocahontas #2,Buttigieg,6,6,0.1800
15194,Pocahontas,Pocahontas #2,Delaney,0,0,0
15195,Pocahontas,Pocahontas #2,Gabbard,0,0,0
15196,Pocahontas,Pocahontas #2,Klobuchar,2,3,0.0600
15197,Pocahontas,Pocahontas #2,Patrick,0,0,0
15198,Pocahontas,Pocahontas #2,Sanders,0,0,0
15199,Pocahontas,Pocahontas #2,Steyer,0,0,0
15200,Pocahontas,Pocahontas #2,Warren,0,0,0
15201,Pocahontas,Pocahontas #2,Yang,1,0,0
15202,Pocahontas,Pocahontas #2,Other,0,0,0
15203,Pocahontas,Pocahontas #2,Uncommitted,0,0,0
15204,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Bennet,0,0,0
15205,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Biden,1,0,0
15206,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Bloomberg,0,0,0
15207,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Buttigieg,3,7,0.1200
15208,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Delaney,0,0,0
15209,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Gabbard,0,0,0
15210,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Klobuchar,6,7,0.0600
15211,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Patrick,0,0,0
15212,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Sanders,0,0,0
15213,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Steyer,1,0,0
15214,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Warren,2,0,0
15215,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Yang,1,0,0
15216,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Other,0,0,0
15217,Pocahontas,Bellville-Lizard-S Lake-S Lincoln,Uncommitted,1,1,0
15218,Pocahontas,Pocahontas #1,Bennet,0,0,0
15219,Pocahontas,Pocahontas #1,Biden,17,17,0.3000
15220,Pocahontas,Pocahontas #1,Bloomberg,0,0,0
15221,Pocahontas,Pocahontas #1,Buttigieg,7,13,0.2400
15222,Pocahontas,Pocahontas #1,Delaney,0,0,0
15223,Pocahontas,Pocahontas #1,Gabbard,0,0,0
15224,Pocahontas,Pocahontas #1,Klobuchar,11,15,0.3000
15225,Pocahontas,Pocahontas #1,Patrick,0,0,0
15226,Pocahontas,Pocahontas #1,Sanders,5,0,0
15227,Pocahontas,Pocahontas #1,Steyer,0,0,0
15228,Pocahontas,Pocahontas #1,Warren,2,0,0
15229,Pocahontas,Pocahontas #1,Yang,3,0,0
15230,Pocahontas,Pocahontas #1,Other,0,0,0
15231,Pocahontas,Pocahontas #1,Uncommitted,0,0,0
15232,Pocahontas,Cedar-Colfax-Dover,Bennet,0,0,0
15233,Pocahontas,Cedar-Colfax-Dover,Biden,3,0,0
15234,Pocahontas,Cedar-Colfax-Dover,Bloomberg,0,0,0
15235,Pocahontas,Cedar-Colfax-Dover,Buttigieg,8,11,0.1200
15236,Pocahontas,Cedar-Colfax-Dover,Delaney,0,0,0
15237,Pocahontas,Cedar-Colfax-Dover,Gabbard,0,0,0
15238,Pocahontas,Cedar-Colfax-Dover,Klobuchar,6,7,0.1200
15239,Pocahontas,Cedar-Colfax-Dover,Patrick,0,0,0
15240,Pocahontas,Cedar-Colfax-Dover,Sanders,15,18,0.2400
15241,Pocahontas,Cedar-Colfax-Dover,Steyer,1,0,0
15242,Pocahontas,Cedar-Colfax-Dover,Warren,1,0,0
15243,Pocahontas,Cedar-Colfax-Dover,Yang,1,0,0
15244,Pocahontas,Cedar-Colfax-Dover,Other,0,0,0
15245,Pocahontas,Cedar-Colfax-Dover,Uncommitted,1,0,0
15246,Polk,RUNNELLS-01,Bennet,0,0,0
15247,Polk,RUNNELLS-01,Biden,23,26,0.5596
15248,Polk,RUNNELLS-01,Bloomberg,0,0,0
15249,Polk,RUNNELLS-01,Buttigieg,20,24,0.2798
15250,Polk,RUNNELLS-01,Delaney,0,0,0
15251,Polk,RUNNELLS-01,Gabbard,0,0,0
15252,Polk,RUNNELLS-01,Klobuchar,11,12,0.2798
15253,Polk,RUNNELLS-01,Patrick,0,0,0
15254,Polk,RUNNELLS-01,Sanders,0,0,0
15255,Polk,RUNNELLS-01,Steyer,9,0,0
15256,Polk,RUNNELLS-01,Warren,15,17,0.2798
15257,Polk,RUNNELLS-01,Yang,1,0,0
15258,Polk,RUNNELLS-01,Other,0,0,0
15259,Polk,RUNNELLS-01,Uncommitted,0,0,0
15260,Polk,URBANDALE-04,Bennet,0,0,0
15261,Polk,URBANDALE-04,Biden,48,52,0.5596
15262,Polk,URBANDALE-04,Bloomberg,0,0,0
15263,Polk,URBANDALE-04,Buttigieg,72,83,0.8394
15264,Polk,URBANDALE-04,Delaney,0,0,0
15265,Polk,URBANDALE-04,Gabbard,0,0,0
15266,Polk,URBANDALE-04,Klobuchar,45,50,0.5596
15267,Polk,URBANDALE-04,Patrick,0,0,0
15268,Polk,URBANDALE-04,Sanders,26,0,0
15269,Polk,URBANDALE-04,Steyer,7,0,0
15270,Polk,URBANDALE-04,Warren,44,61,0.5596
15271,Polk,URBANDALE-04,Yang,6,0,0
15272,Polk,URBANDALE-04,Other,0,0,0
15273,Polk,URBANDALE-04,Uncommitted,0,0,0
15274,Polk,WDM-317,Bennet,0,0,0
15275,Polk,WDM-317,Biden,75,91,0.5596
15276,Polk,WDM-317,Bloomberg,0,0,0
15277,Polk,WDM-317,Buttigieg,85,93,0.8394
15278,Polk,WDM-317,Delaney,0,0,0
15279,Polk,WDM-317,Gabbard,0,0,0
15280,Polk,WDM-317,Klobuchar,59,63,0.5596
15281,Polk,WDM-317,Patrick,0,0,0
15282,Polk,WDM-317,Sanders,25,0,0
15283,Polk,WDM-317,Steyer,11,0,0
15284,Polk,WDM-317,Warren,57,77,0.5596
15285,Polk,WDM-317,Yang,20,0,0
15286,Polk,WDM-317,Other,0,0,0
15287,Polk,WDM-317,Uncommitted,0,0,0
15288,Polk,JOHNSTON-04,Bennet,0,0,0
15289,Polk,JOHNSTON-04,Biden,58,62,0.5596
15290,Polk,JOHNSTON-04,Bloomberg,0,0,0
15291,Polk,JOHNSTON-04,Buttigieg,107,123,0.8394
15292,Polk,JOHNSTON-04,Delaney,0,0,0
15293,Polk,JOHNSTON-04,Gabbard,0,0,0
15294,Polk,JOHNSTON-04,Klobuchar,74,80,0.5596
15295,Polk,JOHNSTON-04,Patrick,0,0,0
15296,Polk,JOHNSTON-04,Sanders,46,0,0
15297,Polk,JOHNSTON-04,Steyer,10,0,0
15298,Polk,JOHNSTON-04,Warren,64,93,0.8394
15299,Polk,JOHNSTON-04,Yang,14,0,0
15300,Polk,JOHNSTON-04,Other,0,0,0
15301,Polk,JOHNSTON-04,Uncommitted,0,0,0
15302,Polk,ELKHART-01,Bennet,0,0,0
15303,Polk,ELKHART-01,Biden,15,15,0.2798
15304,Polk,ELKHART-01,Bloomberg,1,0,0
15305,Polk,ELKHART-01,Buttigieg,26,27,0.2798
15306,Polk,ELKHART-01,Delaney,0,0,0
15307,Polk,ELKHART-01,Gabbard,0,0,0
15308,Polk,ELKHART-01,Klobuchar,15,18,0.2798
15309,Polk,ELKHART-01,Patrick,0,0,0
15310,Polk,ELKHART-01,Sanders,14,14,0
15311,Polk,ELKHART-01,Steyer,2,0,0
15312,Polk,ELKHART-01,Warren,15,17,0.2798
15313,Polk,ELKHART-01,Yang,4,0,0
15314,Polk,ELKHART-01,Other,14,14,0
15315,Polk,ELKHART-01,Uncommitted,0,0,0
15316,Polk,WDM-318,Bennet,0,0,0
15317,Polk,WDM-318,Biden,21,27,0.2798
15318,Polk,WDM-318,Bloomberg,0,0,0
15319,Polk,WDM-318,Buttigieg,21,25,0.2798
15320,Polk,WDM-318,Delaney,0,0,0
15321,Polk,WDM-318,Gabbard,0,0,0
15322,Polk,WDM-318,Klobuchar,19,22,0.2798
15323,Polk,WDM-318,Patrick,0,0,0
15324,Polk,WDM-318,Sanders,0,0,0
15325,Polk,WDM-318,Steyer,0,0,0
15326,Polk,WDM-318,Warren,0,0,0
15327,Polk,WDM-318,Yang,0,0,0
15328,Polk,WDM-318,Other,0,0,0
15329,Polk,WDM-318,Uncommitted,0,0,0
15330,Polk,SHELDAHL-01,Bennet,0,0,0
15331,Polk,SHELDAHL-01,Biden,0,0,0
15332,Polk,SHELDAHL-01,Bloomberg,0,0,0
15333,Polk,SHELDAHL-01,Buttigieg,4,4,0
15334,Polk,SHELDAHL-01,Delaney,0,0,0
15335,Polk,SHELDAHL-01,Gabbard,0,0,0
15336,Polk,SHELDAHL-01,Klobuchar,8,8,0.2798
15337,Polk,SHELDAHL-01,Patrick,0,0,0
15338,Polk,SHELDAHL-01,Sanders,0,0,0
15339,Polk,SHELDAHL-01,Steyer,0,0,0
15340,Polk,SHELDAHL-01,Warren,0,0,0
15341,Polk,SHELDAHL-01,Yang,0,0,0
15342,Polk,SHELDAHL-01,Other,0,0,0
15343,Polk,SHELDAHL-01,Uncommitted,0,0,0
15344,Polk,JOHNSTON-03,Bennet,1,0,0
15345,Polk,JOHNSTON-03,Biden,42,53,0.5596
15346,Polk,JOHNSTON-03,Bloomberg,0,0,0
15347,Polk,JOHNSTON-03,Buttigieg,75,78,0.5596
15348,Polk,JOHNSTON-03,Delaney,0,0,0
15349,Polk,JOHNSTON-03,Gabbard,0,0,0
15350,Polk,JOHNSTON-03,Klobuchar,47,57,0.5596
15351,Polk,JOHNSTON-03,Patrick,0,0,0
15352,Polk,JOHNSTON-03,Sanders,17,0,0
15353,Polk,JOHNSTON-03,Steyer,12,0,0
15354,Polk,JOHNSTON-03,Warren,41,58,0.5596
15355,Polk,JOHNSTON-03,Yang,13,0,0
15356,Polk,JOHNSTON-03,Other,0,0,0
15357,Polk,JOHNSTON-03,Uncommitted,2,2,0
15358,Polk,CLAY-01,Bennet,0,0,0
15359,Polk,CLAY-01,Biden,14,18,0.2798
15360,Polk,CLAY-01,Bloomberg,0,0,0
15361,Polk,CLAY-01,Buttigieg,16,24,0.2798
15362,Polk,CLAY-01,Delaney,0,0,0
15363,Polk,CLAY-01,Gabbard,0,0,0
15364,Polk,CLAY-01,Klobuchar,17,22,0.2798
15365,Polk,CLAY-01,Patrick,0,0,0
15366,Polk,CLAY-01,Sanders,12,0,0
15367,Polk,CLAY-01,Steyer,0,0,0
15368,Polk,CLAY-01,Warren,13,0,0
15369,Polk,CLAY-01,Yang,0,0,0
15370,Polk,CLAY-01,Other,0,0,0
15371,Polk,CLAY-01,Uncommitted,0,0,0
15372,Polk,CLIVE-04,Bennet,0,0,0
15373,Polk,CLIVE-04,Biden,72,74,0.5596
15374,Polk,CLIVE-04,Bloomberg,0,0,0
15375,Polk,CLIVE-04,Buttigieg,86,94,0.8394
15376,Polk,CLIVE-04,Delaney,0,0,0
15377,Polk,CLIVE-04,Gabbard,1,0,0
15378,Polk,CLIVE-04,Klobuchar,97,103,0.8394
15379,Polk,CLIVE-04,Patrick,0,0,0
15380,Polk,CLIVE-04,Sanders,25,0,0
15381,Polk,CLIVE-04,Steyer,0,0,0
15382,Polk,CLIVE-04,Warren,64,76,0.5596
15383,Polk,CLIVE-04,Yang,19,0,0
15384,Polk,CLIVE-04,Other,0,0,0
15385,Polk,CLIVE-04,Uncommitted,1,0,0
15386,Polk,CROCKER-01,Bennet,0,0,0
15387,Polk,CROCKER-01,Biden,28,31,0.2798
15388,Polk,CROCKER-01,Bloomberg,0,0,0
15389,Polk,CROCKER-01,Buttigieg,37,43,0.2798
15390,Polk,CROCKER-01,Delaney,0,0,0
15391,Polk,CROCKER-01,Gabbard,0,0,0
15392,Polk,CROCKER-01,Klobuchar,40,50,0.5596
15393,Polk,CROCKER-01,Patrick,0,0,0
15394,Polk,CROCKER-01,Sanders,17,1,0
15395,Polk,CROCKER-01,Steyer,6,0,0
15396,Polk,CROCKER-01,Warren,30,46,0.5596
15397,Polk,CROCKER-01,Yang,15,2,0
15398,Polk,CROCKER-01,Other,0,0,0
15399,Polk,CROCKER-01,Uncommitted,3,2,0
15400,Polk,DES MOINES-72,Bennet,0,0,0
15401,Polk,DES MOINES-72,Biden,3,3,0.2798
15402,Polk,DES MOINES-72,Bloomberg,0,0,0
15403,Polk,DES MOINES-72,Buttigieg,2,2,0
15404,Polk,DES MOINES-72,Delaney,0,0,0
15405,Polk,DES MOINES-72,Gabbard,0,0,0
15406,Polk,DES MOINES-72,Klobuchar,3,3,0
15407,Polk,DES MOINES-72,Patrick,0,0,0
15408,Polk,DES MOINES-72,Sanders,6,6,0
15409,Polk,DES MOINES-72,Steyer,0,0,0
15410,Polk,DES MOINES-72,Warren,1,1,0
15411,Polk,DES MOINES-72,Yang,0,0,0
15412,Polk,DES MOINES-72,Other,0,0,0
15413,Polk,DES MOINES-72,Uncommitted,0,0,0
15414,Polk,WDM-316,Bennet,0,0,0
15415,Polk,WDM-316,Biden,61,70,0.5596
15416,Polk,WDM-316,Bloomberg,4,0,0
15417,Polk,WDM-316,Buttigieg,91,103,0.8394
15418,Polk,WDM-316,Delaney,0,0,0
15419,Polk,WDM-316,Gabbard,0,0,0
15420,Polk,WDM-316,Klobuchar,64,81,0.8394
15421,Polk,WDM-316,Patrick,0,0,0
15422,Polk,WDM-316,Sanders,47,0,0
15423,Polk,WDM-316,Steyer,14,0,0
15424,Polk,WDM-316,Warren,63,94,0.8394
15425,Polk,WDM-316,Yang,21,0,0
15426,Polk,WDM-316,Other,0,0,0
15427,Polk,WDM-316,Uncommitted,3,0,0
15428,Polk,WDM-313,Bennet,1,0,0
15429,Polk,WDM-313,Biden,26,32,0.2798
15430,Polk,WDM-313,Bloomberg,0,0,0
15431,Polk,WDM-313,Buttigieg,36,41,0.2798
15432,Polk,WDM-313,Delaney,0,0,0
15433,Polk,WDM-313,Gabbard,0,0,0
15434,Polk,WDM-313,Klobuchar,22,26,0.2798
15435,Polk,WDM-313,Patrick,0,0,0
15436,Polk,WDM-313,Sanders,23,0,0
15437,Polk,WDM-313,Steyer,0,0,0
15438,Polk,WDM-313,Warren,28,34,0.2798
15439,Polk,WDM-313,Yang,4,0,0
15440,Polk,WDM-313,Other,0,0,0
15441,Polk,WDM-313,Uncommitted,8,0,0
15442,Polk,MADISON-01,Bennet,0,0,0
15443,Polk,MADISON-01,Biden,3,0,0
15444,Polk,MADISON-01,Bloomberg,0,0,0
15445,Polk,MADISON-01,Buttigieg,4,4,0
15446,Polk,MADISON-01,Delaney,0,0,0
15447,Polk,MADISON-01,Gabbard,0,0,0
15448,Polk,MADISON-01,Klobuchar,3,8,0.2798
15449,Polk,MADISON-01,Patrick,0,0,0
15450,Polk,MADISON-01,Sanders,1,0,0
15451,Polk,MADISON-01,Steyer,0,0,0
15452,Polk,MADISON-01,Warren,2,0,0
15453,Polk,MADISON-01,Yang,0,0,0
15454,Polk,MADISON-01,Other,0,0,0
15455,Polk,MADISON-01,Uncommitted,0,1,0
15456,Polk,GRANGER-01,Bennet,0,0,0
15457,Polk,GRANGER-01,Biden,2,2,0
15458,Polk,GRANGER-01,Bloomberg,0,0,0
15459,Polk,GRANGER-01,Buttigieg,9,9,0.2798
15460,Polk,GRANGER-01,Delaney,0,0,0
15461,Polk,GRANGER-01,Gabbard,0,0,0
15462,Polk,GRANGER-01,Klobuchar,0,0,0
15463,Polk,GRANGER-01,Patrick,0,0,0
15464,Polk,GRANGER-01,Sanders,0,0,0
15465,Polk,GRANGER-01,Steyer,0,0,0
15466,Polk,GRANGER-01,Warren,8,8,0
15467,Polk,GRANGER-01,Yang,0,0,0
15468,Polk,GRANGER-01,Other,0,0,0
15469,Polk,GRANGER-01,Uncommitted,0,0,0
15470,Polk,URBANDALE-10,Bennet,4,0,0
15471,Polk,URBANDALE-10,Biden,56,58,0.5596
15472,Polk,URBANDALE-10,Bloomberg,0,0,0
15473,Polk,URBANDALE-10,Buttigieg,101,106,1.1192
