,county,precinct,candidate,1stalign,2ndalign,sde
1701,Boone,Boone 4th Ward,Patrick,0,0,0
1702,Boone,Boone 4th Ward,Sanders,41,47,0.7600
1703,Boone,Boone 4th Ward,Steyer,2,0,0
1704,Boone,Boone 4th Ward,Warren,25,31,0.5700
1705,Boone,Boone 4th Ward,Yang,8,0,0
1706,Boone,Boone 4th Ward,Other,0,0,0
1707,Boone,Boone 4th Ward,Uncommitted,1,0,0
1708,Boone,Rural Precinct 6,Bennet,0,0,0
1709,Boone,Rural Precinct 6,Biden,18,18,0.1900
1710,Boone,Rural Precinct 6,Bloomberg,0,0,0
1711,Boone,Rural Precinct 6,Buttigieg,31,31,0.3800
1712,Boone,Rural Precinct 6,Delaney,0,0,0
1713,Boone,Rural Precinct 6,Gabbard,0,0,0
1714,Boone,Rural Precinct 6,Klobuchar,19,21,0.1900
1715,Boone,Rural Precinct 6,Patrick,0,0,0
1716,Boone,Rural Precinct 6,Sanders,18,26,0.1900
1717,Boone,Rural Precinct 6,Steyer,0,0,0
1718,Boone,Rural Precinct 6,Warren,18,18,0.1900
1719,Boone,Rural Precinct 6,Yang,10,0,0
1720,Boone,Rural Precinct 6,Other,0,0,0
1721,Boone,Rural Precinct 6,Uncommitted,0,0,0
1722,Boone,Madrid 2nd Ward,Bennet,0,0,0
1723,Boone,Madrid 2nd Ward,Biden,4,0,0
1724,Boone,Madrid 2nd Ward,Bloomberg,0,0,0
1725,Boone,Madrid 2nd Ward,Buttigieg,17,17,0.1900
1726,Boone,Madrid 2nd Ward,Delaney,0,0,0
1727,Boone,Madrid 2nd Ward,Gabbard,0,0,0
1728,Boone,Madrid 2nd Ward,Klobuchar,6,11,0.1900
1729,Boone,Madrid 2nd Ward,Patrick,0,0,0
1730,Boone,Madrid 2nd Ward,Sanders,14,17,0.3800
1731,Boone,Madrid 2nd Ward,Steyer,0,0,0
1732,Boone,Madrid 2nd Ward,Warren,3,0,0
1733,Boone,Madrid 2nd Ward,Yang,0,0,0
1734,Boone,Madrid 2nd Ward,Other,0,0,0
1735,Boone,Madrid 2nd Ward,Uncommitted,1,0,0
1736,Boone,Boone 5th Ward,Bennet,0,0,0
1737,Boone,Boone 5th Ward,Biden,1,0,0
1738,Boone,Boone 5th Ward,Bloomberg,0,0,0
1739,Boone,Boone 5th Ward,Buttigieg,22,23,0.5700
1740,Boone,Boone 5th Ward,Delaney,0,0,0
1741,Boone,Boone 5th Ward,Gabbard,0,0,0
1742,Boone,Boone 5th Ward,Klobuchar,10,11,0.3800
1743,Boone,Boone 5th Ward,Patrick,0,0,0
1744,Boone,Boone 5th Ward,Sanders,22,24,0.5700
1745,Boone,Boone 5th Ward,Steyer,1,0,0
1746,Boone,Boone 5th Ward,Warren,13,14,0.3800
1747,Boone,Boone 5th Ward,Yang,3,0,0
1748,Boone,Boone 5th Ward,Other,0,0,0
1749,Boone,Boone 5th Ward,Uncommitted,0,0,0
1750,Boone,Madrid 1st Ward,Bennet,0,0,0
1751,Boone,Madrid 1st Ward,Biden,2,2,0
1752,Boone,Madrid 1st Ward,Bloomberg,0,0,0
1753,Boone,Madrid 1st Ward,Buttigieg,8,10,0.1900
1754,Boone,Madrid 1st Ward,Delaney,0,0,0
1755,Boone,Madrid 1st Ward,Gabbard,0,0,0
1756,Boone,Madrid 1st Ward,Klobuchar,1,0,0
1757,Boone,Madrid 1st Ward,Patrick,0,0,0
1758,Boone,Madrid 1st Ward,Sanders,16,20,0.3800
1759,Boone,Madrid 1st Ward,Steyer,0,0,0
1760,Boone,Madrid 1st Ward,Warren,8,9,0.1900
1761,Boone,Madrid 1st Ward,Yang,6,0,0
1762,Boone,Madrid 1st Ward,Other,0,0,0
1763,Boone,Madrid 1st Ward,Uncommitted,0,0,0
1764,Boone,Rural Precinct 1,Bennet,0,0,0
1765,Boone,Rural Precinct 1,Biden,10,3,0
1766,Boone,Rural Precinct 1,Bloomberg,1,0,0
1767,Boone,Rural Precinct 1,Buttigieg,22,25,0.3800
1768,Boone,Rural Precinct 1,Delaney,0,0,0
1769,Boone,Rural Precinct 1,Gabbard,0,0,0
1770,Boone,Rural Precinct 1,Klobuchar,16,20,0.1900
1771,Boone,Rural Precinct 1,Patrick,0,0,0
1772,Boone,Rural Precinct 1,Sanders,20,21,0.1900
1773,Boone,Rural Precinct 1,Steyer,0,0,0
1774,Boone,Rural Precinct 1,Warren,22,24,0.1900
1775,Boone,Rural Precinct 1,Yang,4,2,0
1776,Boone,Rural Precinct 1,Other,0,0,0
1777,Boone,Rural Precinct 1,Uncommitted,0,0,0
1778,Boone,Boone 1st Ward,Bennet,0,0,0
1779,Boone,Boone 1st Ward,Biden,8,0,0
1780,Boone,Boone 1st Ward,Bloomberg,0,0,0
1781,Boone,Boone 1st Ward,Buttigieg,22,39,0.5700
1782,Boone,Boone 1st Ward,Delaney,0,0,0
1783,Boone,Boone 1st Ward,Gabbard,0,0,0
1784,Boone,Boone 1st Ward,Klobuchar,1,0,0
1785,Boone,Boone 1st Ward,Patrick,0,0,0
1786,Boone,Boone 1st Ward,Sanders,41,41,0.7600
1787,Boone,Boone 1st Ward,Steyer,9,0,0
1788,Boone,Boone 1st Ward,Warren,20,25,0.3800
1789,Boone,Boone 1st Ward,Yang,8,0,0
1790,Boone,Boone 1st Ward,Other,0,0,0
1791,Boone,Boone 1st Ward,Uncommitted,0,0,0
1792,Boone,Boone 2nd Ward,Bennet,0,0,0
1793,Boone,Boone 2nd Ward,Biden,24,25,0.3800
1794,Boone,Boone 2nd Ward,Bloomberg,0,0,0
1795,Boone,Boone 2nd Ward,Buttigieg,34,38,0.5700
1796,Boone,Boone 2nd Ward,Delaney,0,0,0
1797,Boone,Boone 2nd Ward,Gabbard,0,0,0
1798,Boone,Boone 2nd Ward,Klobuchar,20,20,0.1900
1799,Boone,Boone 2nd Ward,Patrick,0,0,0
1800,Boone,Boone 2nd Ward,Sanders,21,22,0.3800
1801,Boone,Boone 2nd Ward,Steyer,0,0,0
1802,Boone,Boone 2nd Ward,Warren,23,24,0.3800
1803,Boone,Boone 2nd Ward,Yang,8,1,0
1804,Boone,Boone 2nd Ward,Other,0,0,0
1805,Boone,Boone 2nd Ward,Uncommitted,0,0,0
1806,Boone,Rural Precinct 5,Bennet,0,0,0
1807,Boone,Rural Precinct 5,Biden,5,0,0
1808,Boone,Rural Precinct 5,Bloomberg,0,0,0
1809,Boone,Rural Precinct 5,Buttigieg,7,9,0.1900
1810,Boone,Rural Precinct 5,Delaney,0,0,0
1811,Boone,Rural Precinct 5,Gabbard,0,0,0
1812,Boone,Rural Precinct 5,Klobuchar,12,13,0.1900
1813,Boone,Rural Precinct 5,Patrick,0,0,0
1814,Boone,Rural Precinct 5,Sanders,3,0,0
1815,Boone,Rural Precinct 5,Steyer,0,0,0
1816,Boone,Rural Precinct 5,Warren,7,9,0.1900
1817,Boone,Rural Precinct 5,Yang,0,0,0
1818,Boone,Rural Precinct 5,Other,0,0,0
1819,Boone,Rural Precinct 5,Uncommitted,0,0,0
1820,Boone,Rural Precinct 3,Bennet,1,0,0
1821,Boone,Rural Precinct 3,Biden,12,12,0.1900
1822,Boone,Rural Precinct 3,Bloomberg,0,0,0
1823,Boone,Rural Precinct 3,Buttigieg,20,23,0.1900
1824,Boone,Rural Precinct 3,Delaney,0,0,0
1825,Boone,Rural Precinct 3,Gabbard,0,0,0
1826,Boone,Rural Precinct 3,Klobuchar,4,0,0
1827,Boone,Rural Precinct 3,Patrick,0,0,0
1828,Boone,Rural Precinct 3,Sanders,5,0,0
1829,Boone,Rural Precinct 3,Steyer,0,0,0
1830,Boone,Rural Precinct 3,Warren,9,16,0.1900
1831,Boone,Rural Precinct 3,Yang,0,0,0
1832,Boone,Rural Precinct 3,Other,0,0,0
1833,Boone,Rural Precinct 3,Uncommitted,0,0,0
1834,Bremer,WAVERLY WARD III,Bennet,0,0,0
1835,Bremer,WAVERLY WARD III,Biden,12,0,0
1836,Bremer,WAVERLY WARD III,Bloomberg,0,0,0
1837,Bremer,WAVERLY WARD III,Buttigieg,57,73,0.4533
1838,Bremer,WAVERLY WARD III,Delaney,0,0,0
1839,Bremer,WAVERLY WARD III,Gabbard,1,0,0
1840,Bremer,WAVERLY WARD III,Klobuchar,14,0,0
1841,Bremer,WAVERLY WARD III,Patrick,0,0,0
1842,Bremer,WAVERLY WARD III,Sanders,43,55,0.4533
1843,Bremer,WAVERLY WARD III,Steyer,0,0,0
1844,Bremer,WAVERLY WARD III,Warren,42,46,0.2267
1845,Bremer,WAVERLY WARD III,Yang,7,0,0
1846,Bremer,WAVERLY WARD III,Other,0,2,0
1847,Bremer,WAVERLY WARD III,Uncommitted,0,0,0
1848,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Bennet,0,0,0
1849,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Biden,19,21,0.4533
1850,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Bloomberg,0,0,0
1851,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Buttigieg,15,18,0.4533
1852,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Delaney,0,0,0
1853,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Gabbard,0,0,0
1854,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Klobuchar,8,0,0
1855,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Patrick,0,0,0
1856,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Sanders,13,13,0.2267
1857,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Steyer,0,0,0
1858,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Warren,8,14,0.2267
1859,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Yang,2,0,0
1860,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Other,0,0,0
1861,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Uncommitted,1,0,0
1862,Bremer,CITY OF TRIPOLI/FREMONT,Bennet,0,0,0
1863,Bremer,CITY OF TRIPOLI/FREMONT,Biden,17,19,0.4533
1864,Bremer,CITY OF TRIPOLI/FREMONT,Bloomberg,0,0,0
1865,Bremer,CITY OF TRIPOLI/FREMONT,Buttigieg,9,9,0.2267
1866,Bremer,CITY OF TRIPOLI/FREMONT,Delaney,0,0,0
1867,Bremer,CITY OF TRIPOLI/FREMONT,Gabbard,0,0,0
1868,Bremer,CITY OF TRIPOLI/FREMONT,Klobuchar,0,0,0
1869,Bremer,CITY OF TRIPOLI/FREMONT,Patrick,0,0,0
1870,Bremer,CITY OF TRIPOLI/FREMONT,Sanders,13,17,0.2267
1871,Bremer,CITY OF TRIPOLI/FREMONT,Steyer,2,0,0
1872,Bremer,CITY OF TRIPOLI/FREMONT,Warren,10,10,0.2267
1873,Bremer,CITY OF TRIPOLI/FREMONT,Yang,4,0,0
1874,Bremer,CITY OF TRIPOLI/FREMONT,Other,0,0,0
1875,Bremer,CITY OF TRIPOLI/FREMONT,Uncommitted,0,0,0
1876,Bremer,WAVERLY WARD IV,Bennet,0,0,0
1877,Bremer,WAVERLY WARD IV,Biden,29,31,0.4533
1878,Bremer,WAVERLY WARD IV,Bloomberg,0,0,0
1879,Bremer,WAVERLY WARD IV,Buttigieg,48,51,0.6800
1880,Bremer,WAVERLY WARD IV,Delaney,0,0,0
1881,Bremer,WAVERLY WARD IV,Gabbard,0,0,0
1882,Bremer,WAVERLY WARD IV,Klobuchar,24,27,0.2267
1883,Bremer,WAVERLY WARD IV,Patrick,0,0,0
1884,Bremer,WAVERLY WARD IV,Sanders,24,25,0.2267
1885,Bremer,WAVERLY WARD IV,Steyer,0,0,0
1886,Bremer,WAVERLY WARD IV,Warren,27,27,0.2267
1887,Bremer,WAVERLY WARD IV,Yang,10,0,0
1888,Bremer,WAVERLY WARD IV,Other,0,0,0
1889,Bremer,WAVERLY WARD IV,Uncommitted,1,0,0
1890,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Bennet,0,0,0
1891,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Biden,26,26,0.2267
1892,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Bloomberg,0,0,0
1893,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Buttigieg,50,50,0.6800
1894,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Delaney,0,0,0
1895,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Gabbard,0,0,0
1896,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Klobuchar,25,32,0.4533
1897,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Patrick,0,0,0
1898,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Sanders,29,29,0.2267
1899,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Steyer,2,0,0
1900,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Warren,31,31,0.4533
1901,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Yang,0,0,0
1902,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Other,0,0,0
1903,Bremer,WAVERLY WARD I/E WASHINGTON TWP,Uncommitted,1,0,0
1904,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Bennet,0,0,0
1905,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Biden,16,0,0
1906,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Bloomberg,0,0,0
1907,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Buttigieg,44,49,0.4533
1908,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Delaney,0,0,0
1909,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Gabbard,0,0,0
1910,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Klobuchar,33,38,0.4533
1911,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Patrick,0,0,0
1912,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Sanders,23,25,0.2267
1913,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Steyer,0,0,0
1914,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Warren,26,31,0.4533
1915,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Yang,6,0,0
1916,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Other,0,0,0
1917,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Uncommitted,0,0,0
1918,Bremer,LAFAYETTE TWP/WARREN TWPS,Bennet,0,0,0
1919,Bremer,LAFAYETTE TWP/WARREN TWPS,Biden,7,7,0.2267
1920,Bremer,LAFAYETTE TWP/WARREN TWPS,Bloomberg,0,0,0
1921,Bremer,LAFAYETTE TWP/WARREN TWPS,Buttigieg,15,15,0.2267
1922,Bremer,LAFAYETTE TWP/WARREN TWPS,Delaney,0,0,0
1923,Bremer,LAFAYETTE TWP/WARREN TWPS,Gabbard,0,0,0
1924,Bremer,LAFAYETTE TWP/WARREN TWPS,Klobuchar,8,8,0.2267
1925,Bremer,LAFAYETTE TWP/WARREN TWPS,Patrick,0,0,0
1926,Bremer,LAFAYETTE TWP/WARREN TWPS,Sanders,0,0,0
1927,Bremer,LAFAYETTE TWP/WARREN TWPS,Steyer,0,0,0
1928,Bremer,LAFAYETTE TWP/WARREN TWPS,Warren,6,6,0.2267
1929,Bremer,LAFAYETTE TWP/WARREN TWPS,Yang,0,0,0
1930,Bremer,LAFAYETTE TWP/WARREN TWPS,Other,0,0,0
1931,Bremer,LAFAYETTE TWP/WARREN TWPS,Uncommitted,0,0,0
1932,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Bennet,0,0,0
1933,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Biden,31,32,0.2267
1934,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Bloomberg,0,0,0
1935,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Buttigieg,55,61,0.6800
1936,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Delaney,0,0,0
1937,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Gabbard,0,0,0
1938,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Klobuchar,34,40,0.4533
1939,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Patrick,0,0,0
1940,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Sanders,22,0,0
1941,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Steyer,4,0,0
1942,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Warren,54,73,0.6800
1943,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Yang,8,0,0
1944,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Other,0,0,0
1945,Bremer,WAVERLY WARD V/W WASHINGTON TWP,Uncommitted,2,4,0
1946,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Bennet,0,0,0
1947,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Biden,5,5,0
1948,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Bloomberg,0,0,0
1949,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Buttigieg,6,6,0.2267
1950,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Delaney,0,0,0
1951,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Gabbard,0,0,0
1952,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Klobuchar,0,0,0
1953,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Patrick,0,0,0
1954,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Sanders,0,0,0
1955,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Steyer,2,2,0
1956,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Warren,3,3,0
1957,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Yang,0,0,0
1958,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Other,0,0,0
1959,Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Uncommitted,0,0,0
1960,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Bennet,0,0,0
1961,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Biden,7,7,0.2267
1962,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Bloomberg,0,0,0
1963,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Buttigieg,11,11,0.2267
1964,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Delaney,0,0,0
1965,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Gabbard,0,0,0
1966,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Klobuchar,7,7,0.2267
1967,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Patrick,0,0,0
1968,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Sanders,6,6,0
1969,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Steyer,0,0,0
1970,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Warren,6,6,0.2267
1971,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Yang,0,0,0
1972,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Other,0,0,0
1973,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Uncommitted,0,0,0
1974,Bremer,CITY OF DENVER/JEFFERSON TWP,Bennet,0,0,0
1975,Bremer,CITY OF DENVER/JEFFERSON TWP,Biden,24,25,0.4533
1976,Bremer,CITY OF DENVER/JEFFERSON TWP,Bloomberg,0,0,0
1977,Bremer,CITY OF DENVER/JEFFERSON TWP,Buttigieg,37,39,0.6800
1978,Bremer,CITY OF DENVER/JEFFERSON TWP,Delaney,0,0,0
1979,Bremer,CITY OF DENVER/JEFFERSON TWP,Gabbard,0,0,0
1980,Bremer,CITY OF DENVER/JEFFERSON TWP,Klobuchar,28,30,0.4533
1981,Bremer,CITY OF DENVER/JEFFERSON TWP,Patrick,0,0,0
1982,Bremer,CITY OF DENVER/JEFFERSON TWP,Sanders,7,0,0
1983,Bremer,CITY OF DENVER/JEFFERSON TWP,Steyer,5,0,0
1984,Bremer,CITY OF DENVER/JEFFERSON TWP,Warren,17,22,0.4533
1985,Bremer,CITY OF DENVER/JEFFERSON TWP,Yang,5,0,0
1986,Bremer,CITY OF DENVER/JEFFERSON TWP,Other,0,0,0
1987,Bremer,CITY OF DENVER/JEFFERSON TWP,Uncommitted,0,7,0
1988,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Bennet,0,0,0
1989,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Biden,6,10,0.2267
1990,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Bloomberg,0,0,0
1991,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Buttigieg,6,11,0.2267
1992,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Delaney,0,0,0
1993,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Gabbard,0,0,0
1994,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Klobuchar,4,0,0
1995,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Patrick,0,0,0
1996,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Sanders,2,0,0
1997,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Steyer,6,6,0
1998,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Warren,2,0,0
1999,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Yang,4,0,0
2000,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Other,0,0,0
2001,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Uncommitted,4,7,0.2267
2002,Bremer,CITY OF JANESVILLE/JACKSON TWP,Bennet,0,0,0
2003,Bremer,CITY OF JANESVILLE/JACKSON TWP,Biden,11,12,0.2267
2004,Bremer,CITY OF JANESVILLE/JACKSON TWP,Bloomberg,0,0,0
2005,Bremer,CITY OF JANESVILLE/JACKSON TWP,Buttigieg,16,19,0.4533
2006,Bremer,CITY OF JANESVILLE/JACKSON TWP,Delaney,0,0,0
2007,Bremer,CITY OF JANESVILLE/JACKSON TWP,Gabbard,0,0,0
2008,Bremer,CITY OF JANESVILLE/JACKSON TWP,Klobuchar,11,13,0.2267
2009,Bremer,CITY OF JANESVILLE/JACKSON TWP,Patrick,0,0,0
2010,Bremer,CITY OF JANESVILLE/JACKSON TWP,Sanders,7,0,0
2011,Bremer,CITY OF JANESVILLE/JACKSON TWP,Steyer,3,0,0
2012,Bremer,CITY OF JANESVILLE/JACKSON TWP,Warren,15,19,0.2267
2013,Bremer,CITY OF JANESVILLE/JACKSON TWP,Yang,1,1,0
2014,Bremer,CITY OF JANESVILLE/JACKSON TWP,Other,0,0,0
2015,Bremer,CITY OF JANESVILLE/JACKSON TWP,Uncommitted,0,0,0
2016,Buchanan,Jesup,Bennet,0,0,0
2017,Buchanan,Jesup,Biden,7,5,0
2018,Buchanan,Jesup,Bloomberg,0,0,0
2019,Buchanan,Jesup,Buttigieg,33,33,0.6842
2020,Buchanan,Jesup,Delaney,0,0,0
2021,Buchanan,Jesup,Gabbard,0,0,0
2022,Buchanan,Jesup,Klobuchar,14,17,0.2737
2023,Buchanan,Jesup,Patrick,0,0,0
2024,Buchanan,Jesup,Sanders,14,14,0.2737
2025,Buchanan,Jesup,Steyer,0,0,0
2026,Buchanan,Jesup,Warren,2,1,0
2027,Buchanan,Jesup,Yang,17,17,0.2737
2028,Buchanan,Jesup,Other,0,0,0
2029,Buchanan,Jesup,Uncommitted,0,0,0
2030,Buchanan,Winthrop,Bennet,0,0,0
2031,Buchanan,Winthrop,Biden,18,19,0.2737
2032,Buchanan,Winthrop,Bloomberg,0,0,0
2033,Buchanan,Winthrop,Buttigieg,29,31,0.5474
2034,Buchanan,Winthrop,Delaney,0,0,0
2035,Buchanan,Winthrop,Gabbard,0,0,0
2036,Buchanan,Winthrop,Klobuchar,10,10,0.1368
2037,Buchanan,Winthrop,Patrick,0,0,0
2038,Buchanan,Winthrop,Sanders,5,0,0
2039,Buchanan,Winthrop,Steyer,1,0,0
2040,Buchanan,Winthrop,Warren,1,0,0
2041,Buchanan,Winthrop,Yang,0,0,0
2042,Buchanan,Winthrop,Other,0,0,0
2043,Buchanan,Winthrop,Uncommitted,0,4,0
2044,Buchanan,Middlefield-Newton,Bennet,0,0,0
2045,Buchanan,Middlefield-Newton,Biden,7,7,0.1368
2046,Buchanan,Middlefield-Newton,Bloomberg,0,0,0
2047,Buchanan,Middlefield-Newton,Buttigieg,6,9,0.1368
2048,Buchanan,Middlefield-Newton,Delaney,0,0,0
2049,Buchanan,Middlefield-Newton,Gabbard,0,0,0
2050,Buchanan,Middlefield-Newton,Klobuchar,6,6,0.1368
2051,Buchanan,Middlefield-Newton,Patrick,0,0,0
2052,Buchanan,Middlefield-Newton,Sanders,0,0,0
2053,Buchanan,Middlefield-Newton,Steyer,0,0,0
2054,Buchanan,Middlefield-Newton,Warren,2,0,0
2055,Buchanan,Middlefield-Newton,Yang,2,0,0
2056,Buchanan,Middlefield-Newton,Other,0,0,0
2057,Buchanan,Middlefield-Newton,Uncommitted,0,0,0
2058,Buchanan,Independence 1st Ward,Bennet,0,0,0
2059,Buchanan,Independence 1st Ward,Biden,28,30,0.5474
2060,Buchanan,Independence 1st Ward,Bloomberg,0,0,0
2061,Buchanan,Independence 1st Ward,Buttigieg,26,31,0.6842
2062,Buchanan,Independence 1st Ward,Delaney,0,0,0
2063,Buchanan,Independence 1st Ward,Gabbard,0,0,0
2064,Buchanan,Independence 1st Ward,Klobuchar,18,20,0.4105
2065,Buchanan,Independence 1st Ward,Patrick,0,0,0
2066,Buchanan,Independence 1st Ward,Sanders,7,0,0
2067,Buchanan,Independence 1st Ward,Steyer,2,0,0
2068,Buchanan,Independence 1st Ward,Warren,4,0,0
2069,Buchanan,Independence 1st Ward,Yang,6,0,0
2070,Buchanan,Independence 1st Ward,Other,0,0,0
2071,Buchanan,Independence 1st Ward,Uncommitted,0,0,0
2072,Buchanan,Independence 3rd Ward,Bennet,0,0,0
2073,Buchanan,Independence 3rd Ward,Biden,23,25,0.4105
2074,Buchanan,Independence 3rd Ward,Bloomberg,0,0,0
2075,Buchanan,Independence 3rd Ward,Buttigieg,13,15,0.2737
2076,Buchanan,Independence 3rd Ward,Delaney,0,0,0
2077,Buchanan,Independence 3rd Ward,Gabbard,0,0,0
2078,Buchanan,Independence 3rd Ward,Klobuchar,9,0,0
2079,Buchanan,Independence 3rd Ward,Patrick,0,0,0
2080,Buchanan,Independence 3rd Ward,Sanders,10,0,0
2081,Buchanan,Independence 3rd Ward,Steyer,0,0,0
2082,Buchanan,Independence 3rd Ward,Warren,16,18,0.2737
2083,Buchanan,Independence 3rd Ward,Yang,2,0,0
2084,Buchanan,Independence 3rd Ward,Other,0,0,0
2085,Buchanan,Independence 3rd Ward,Uncommitted,3,18,0.2737
2086,Buchanan,Perry-Westburg,Bennet,0,0,0
